pdbTM,best_tm_score,best_bb_rmsd,radius_of_gyration,design_name,pdb_file,non_coil_percent,coil_percent,helix_percent,strand_percent
0.686,0.283489579,13.6106317,1.412461659,n_103_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_103_id_6/n_103_id_6.pdb,0.776699029,0.223300971,0.776699029,0
0.829,0.327029235,10.5937743,1.346544756,n_103_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_103_id_7/n_103_id_7.pdb,0.902912621,0.097087379,0.902912621,0
0.607,0.301268966,9.011588791,1.313510121,n_103_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_103_id_8/n_103_id_8.pdb,0.854368932,0.145631068,0.854368932,0
0.695,0.244469728,12.83035607,1.372448743,n_103_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_103_id_9/n_103_id_9.pdb,0.708737864,0.291262136,0.504854369,0.203883495
0.621,0.29273938,11.11135791,1.438629488,n_104_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_104_id_0/n_104_id_0.pdb,0.817307692,0.182692308,0.817307692,0
0.549,0.305710962,11.03479412,1.262155102,n_104_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_104_id_1/n_104_id_1.pdb,0.663461538,0.336538462,0.663461538,0
0.855,0.313164248,13.6933549,1.351299505,n_104_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_104_id_2/n_104_id_2.pdb,0.846153846,0.153846154,0.846153846,0
0.662,0.346383153,12.3458619,1.195629437,n_104_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_104_id_3/n_104_id_3.pdb,0.615384615,0.384615385,0.423076923,0.192307692
0.716,0.301554595,12.44788478,1.406197112,n_104_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_104_id_4/n_104_id_4.pdb,0.740384615,0.259615385,0.740384615,0
0.676,0.318768314,12.89212027,1.454354505,n_104_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_104_id_5/n_104_id_5.pdb,0.865384615,0.134615385,0.865384615,0
0.841,0.308226435,10.98095452,1.40427753,n_104_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_104_id_6/n_104_id_6.pdb,0.884615385,0.115384615,0.884615385,0
0.864,0.278508099,13.66016542,1.372459509,n_104_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_104_id_7/n_104_id_7.pdb,0.836538462,0.163461538,0.836538462,0
0.574,0.290915934,11.84665818,1.302977691,n_104_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_104_id_8/n_104_id_8.pdb,0.75,0.25,0.75,0
0.927,0.227499418,18.47433268,1.729086667,n_104_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_104_id_9/n_104_id_9.pdb,0.913461538,0.086538462,0.913461538,0
0.616,0.234916713,12.06274703,1.357702251,n_105_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_105_id_0/n_105_id_0.pdb,0.676190476,0.323809524,0.495238095,0.180952381
0.71,0.300599306,13.14063972,1.641895825,n_105_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_105_id_1/n_105_id_1.pdb,0.838095238,0.161904762,0.838095238,0
0.73,0.26785892,11.73838357,1.348295058,n_105_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_105_id_2/n_105_id_2.pdb,0.714285714,0.285714286,0.457142857,0.257142857
0.659,0.308962663,11.79622893,1.332115954,n_105_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_105_id_3/n_105_id_3.pdb,0.657142857,0.342857143,0.657142857,0
0.635,0.278343605,13.25237548,1.397867462,n_105_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_105_id_4/n_105_id_4.pdb,0.819047619,0.180952381,0.819047619,0
0.604,0.243552107,12.0756581,1.27698734,n_105_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_105_id_5/n_105_id_5.pdb,0.533333333,0.466666667,0.371428571,0.161904762
0.759,0.234297568,12.24240999,1.191924007,n_105_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_105_id_6/n_105_id_6.pdb,0.314285714,0.685714286,0,0.314285714
0.523,0.304732342,10.94842507,1.337478456,n_105_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_105_id_7/n_105_id_7.pdb,0.742857143,0.257142857,0.742857143,0
0.783,0.244584504,13.98132971,1.318203554,n_105_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_105_id_8/n_105_id_8.pdb,0.59047619,0.40952381,0.352380952,0.238095238
0.743,0.304651797,9.380991654,1.343504055,n_105_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_105_id_9/n_105_id_9.pdb,0.780952381,0.219047619,0.780952381,0
0.885,0.285889493,11.91848185,1.482596793,n_106_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_106_id_0/n_106_id_0.pdb,0.858490566,0.141509434,0.858490566,0
0.753,0.324029683,10.10443329,1.318387199,n_106_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_106_id_1/n_106_id_1.pdb,0.79245283,0.20754717,0.79245283,0
0.919,0.267524263,12.99730891,1.356410317,n_106_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_106_id_2/n_106_id_2.pdb,0.660377358,0.339622642,0.660377358,0
0.686,0.320056865,9.756605707,1.380495643,n_106_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_106_id_3/n_106_id_3.pdb,0.811320755,0.188679245,0.811320755,0
0.822,0.322546471,12.95721258,1.662480515,n_106_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_106_id_4/n_106_id_4.pdb,0.735849057,0.264150943,0.735849057,0
0.619,0.321734,12.46065273,1.356934827,n_106_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_106_id_5/n_106_id_5.pdb,0.858490566,0.141509434,0.858490566,0
0.908,0.298680046,10.11964553,1.229720765,n_106_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_106_id_6/n_106_id_6.pdb,0.849056604,0.150943396,0.811320755,0.037735849
0.843,0.323541406,9.742654712,1.214577299,n_106_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_106_id_7/n_106_id_7.pdb,0.849056604,0.150943396,0.849056604,0
0.653,0.253847751,13.47516051,1.455953757,n_106_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_106_id_8/n_106_id_8.pdb,0.698113208,0.301886792,0.698113208,0
0.598,0.269624181,11.09469879,1.233532668,n_106_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_106_id_9/n_106_id_9.pdb,0.754716981,0.245283019,0.754716981,0
0.509,0.311477466,12.84946918,1.410552457,n_107_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_107_id_0/n_107_id_0.pdb,0.719626168,0.280373832,0.523364486,0.196261682
0.484,0.308716851,11.50265528,1.295275073,n_107_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_107_id_1/n_107_id_1.pdb,0.560747664,0.439252336,0.242990654,0.317757009
0.654,0.320953671,13.40352168,1.381845588,n_107_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_107_id_2/n_107_id_2.pdb,0.822429907,0.177570093,0.822429907,0
0.793,0.252319929,18.14430819,1.758230327,n_107_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_107_id_3/n_107_id_3.pdb,0.887850467,0.112149533,0.887850467,0
0.563,0.318995752,14.41515363,1.28956124,n_107_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_107_id_4/n_107_id_4.pdb,0.785046729,0.214953271,0.785046729,0
0.862,0.303501336,13.29885703,1.335398694,n_107_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_107_id_5/n_107_id_5.pdb,0.747663551,0.252336449,0.747663551,0
0.647,0.345294982,15.32407939,1.323475927,n_107_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_107_id_6/n_107_id_6.pdb,0.700934579,0.299065421,0.53271028,0.168224299
0.855,0.333111563,14.10774814,1.347573643,n_107_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_107_id_7/n_107_id_7.pdb,0.91588785,0.08411215,0.91588785,0
0.893,0.302611785,14.57738384,1.322445595,n_107_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_107_id_8/n_107_id_8.pdb,0.831775701,0.168224299,0.794392523,0.037383178
0.527,0.314720566,14.9486741,1.384142692,n_107_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_107_id_9/n_107_id_9.pdb,0.635514019,0.364485981,0.429906542,0.205607477
0.669,0.336259142,15.70387123,1.303276617,n_108_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_108_id_0/n_108_id_0.pdb,0.712962963,0.287037037,0.490740741,0.222222222
0.743,0.339242252,13.82102298,1.342774849,n_108_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_108_id_1/n_108_id_1.pdb,0.842592593,0.157407407,0.842592593,0
0.938,0.275797421,14.40962049,1.297564328,n_108_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_108_id_2/n_108_id_2.pdb,0.851851852,0.148148148,0.851851852,0
0.862,0.336345034,14.06460399,1.269809932,n_108_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_108_id_3/n_108_id_3.pdb,0.731481481,0.268518519,0.731481481,0
0.633,0.277298857,16.06442612,1.396760785,n_108_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_108_id_4/n_108_id_4.pdb,0.75,0.25,0.490740741,0.259259259
0.656,0.282655749,12.66856039,1.225036881,n_108_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_108_id_5/n_108_id_5.pdb,0.787037037,0.212962963,0.787037037,0
0.782,0.238673881,16.58001129,1.592419931,n_108_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_108_id_6/n_108_id_6.pdb,0.861111111,0.138888889,0.861111111,0
0.759,0.285455397,13.56570224,1.347866761,n_108_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_108_id_7/n_108_id_7.pdb,0.861111111,0.138888889,0.861111111,0
0.549,0.254185665,13.24368039,1.30242006,n_108_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_108_id_8/n_108_id_8.pdb,0.777777778,0.222222222,0.777777778,0
0.616,0.347368324,14.73016404,1.292462808,n_108_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_108_id_9/n_108_id_9.pdb,0.851851852,0.148148148,0.851851852,0
0.572,0.266742145,15.21626996,1.287230401,n_109_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_109_id_0/n_109_id_0.pdb,0.706422018,0.293577982,0.706422018,0
0.878,0.349879935,15.5818074,1.207444189,n_109_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_109_id_1/n_109_id_1.pdb,0.275229358,0.724770642,0,0.275229358
0.662,0.230715293,15.47769985,1.292715069,n_109_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_109_id_2/n_109_id_2.pdb,0.880733945,0.119266055,0.880733945,0
0.586,0.252796548,15.98737452,1.389190222,n_109_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_109_id_3/n_109_id_3.pdb,0.853211009,0.146788991,0.853211009,0
0.657,0.248857251,15.18624236,1.244852965,n_109_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_109_id_4/n_109_id_4.pdb,0.706422018,0.293577982,0.431192661,0.275229358
0.704,0.212799536,17.19463542,1.602173759,n_109_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_109_id_5/n_109_id_5.pdb,0.862385321,0.137614679,0.862385321,0
0.659,0.226614441,15.10652951,1.365368446,n_109_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_109_id_6/n_109_id_6.pdb,0.642201835,0.357798165,0.385321101,0.256880734
0.837,0.255244858,16.98862346,1.506392422,n_109_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_109_id_7/n_109_id_7.pdb,0.724770642,0.275229358,0.724770642,0
0.607,0.239493145,12.89445531,1.311948619,n_109_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_109_id_8/n_109_id_8.pdb,0.779816514,0.220183486,0.779816514,0
0.7,0.27252348,16.58722171,1.536672325,n_109_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_109_id_9/n_109_id_9.pdb,0.440366972,0.559633028,0.275229358,0.165137615
0.595,0.249561343,15.39234062,1.354335903,n_110_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_110_id_0/n_110_id_0.pdb,0.427272727,0.572727273,0,0.427272727
0.694,0.2870333,15.9097057,1.477222789,n_110_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_110_id_1/n_110_id_1.pdb,0.9,0.1,0.9,0
0.513,0.246913308,16.57077462,1.294419041,n_110_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_110_id_2/n_110_id_2.pdb,0.590909091,0.409090909,0.463636364,0.127272727
0.586,0.269966188,15.62286978,1.533591568,n_110_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_110_id_3/n_110_id_3.pdb,0.681818182,0.318181818,0.681818182,0
0.726,0.291199905,16.53531568,1.396787175,n_110_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_110_id_4/n_110_id_4.pdb,0.9,0.1,0.9,0
0.56,0.282124818,17.30566391,1.276496371,n_110_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_110_id_5/n_110_id_5.pdb,0.727272727,0.272727273,0.527272727,0.2
0.614,0.279545349,12.54877185,1.370838322,n_110_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_110_id_6/n_110_id_6.pdb,0.563636364,0.436363636,0.381818182,0.181818182
0.692,0.288479315,13.85837245,1.288452322,n_110_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_110_id_7/n_110_id_7.pdb,0.772727273,0.227272727,0.772727273,0
0.819,0.308687346,18.55570372,1.56584554,n_110_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_110_id_8/n_110_id_8.pdb,0.854545455,0.145454545,0.854545455,0
0.797,0.288130675,14.78008926,1.332158578,n_110_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_110_id_9/n_110_id_9.pdb,0.836363636,0.163636364,0.836363636,0
0.824,0.222200543,16.90937774,1.348309523,n_111_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_111_id_0/n_111_id_0.pdb,0.693693694,0.306306306,0.441441441,0.252252252
0.644,0.240957653,16.20165461,1.337370208,n_111_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_111_id_1/n_111_id_1.pdb,0.540540541,0.459459459,0.234234234,0.306306306
0.791,0.228818899,16.65103915,1.30759645,n_111_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_111_id_2/n_111_id_2.pdb,0.828828829,0.171171171,0.828828829,0
0.748,0.229805236,17.5789169,1.418329657,n_111_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_111_id_3/n_111_id_3.pdb,0.891891892,0.108108108,0.891891892,0
0.789,0.207711941,18.36949683,1.453351169,n_111_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_111_id_4/n_111_id_4.pdb,0.846846847,0.153153153,0.846846847,0
0.676,0.241398872,15.23687912,1.268378852,n_111_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_111_id_5/n_111_id_5.pdb,0.801801802,0.198198198,0.522522523,0.279279279
0.637,0.202991664,17.30214436,1.496980863,n_111_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_111_id_6/n_111_id_6.pdb,0.81981982,0.18018018,0.81981982,0
0.81,0.223871725,17.63134754,1.367941314,n_111_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise045/n_111_id_7/n_111_id_7.pdb,0.891891892,0.108108108,0.891891892,0
