pdbTM,best_tm_score,best_bb_rmsd,radius_of_gyration,design_name,pdb_file,non_coil_percent,coil_percent,helix_percent,strand_percent
0.847,0.256444027,11.85943487,1.35164599,n_101_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_101_id_1/n_101_id_1.pdb,0.702970297,0.297029703,0.653465347,0.04950495
0.768,0.261170791,10.48174609,1.309711807,n_101_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_101_id_2/n_101_id_2.pdb,0.871287129,0.128712871,0.871287129,0
0.695,0.229573446,11.84994066,1.241514212,n_101_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_101_id_3/n_101_id_3.pdb,0.693069307,0.306930693,0.455445545,0.237623762
0.718,0.246373698,12.80975706,1.553074716,n_101_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_101_id_4/n_101_id_4.pdb,0.475247525,0.524752475,0.297029703,0.178217822
0.698,0.258735961,12.08956251,1.474556013,n_101_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_101_id_5/n_101_id_5.pdb,0.752475248,0.247524752,0.564356436,0.188118812
0.88,0.259705031,11.12882467,1.304513994,n_101_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_101_id_6/n_101_id_6.pdb,0.930693069,0.069306931,0.930693069,0
0.555,0.262496041,10.2970719,1.302485615,n_101_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_101_id_7/n_101_id_7.pdb,0.574257426,0.425742574,0.415841584,0.158415842
0.62,0.265901165,12.80505863,1.41403185,n_101_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_101_id_8/n_101_id_8.pdb,0.613861386,0.386138614,0.306930693,0.306930693
0.723,0.291551129,11.90764162,1.272860575,n_101_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_101_id_9/n_101_id_9.pdb,0.831683168,0.168316832,0.831683168,0
0.72,0.256770717,12.36481606,1.244575253,n_102_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_102_id_0/n_102_id_0.pdb,0.578431373,0.421568627,0.401960784,0.176470588
0.57,0.280160027,12.84511664,1.292698743,n_102_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_102_id_1/n_102_id_1.pdb,0.539215686,0.460784314,0.303921569,0.235294118
0.811,0.306872275,10.9814674,1.42135265,n_102_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_102_id_2/n_102_id_2.pdb,0.882352941,0.117647059,0.882352941,0
0.871,0.245639085,11.90253639,1.224638159,n_102_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_102_id_3/n_102_id_3.pdb,0.87254902,0.12745098,0.87254902,0
0.567,0.297325163,12.78652218,1.308978827,n_102_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_102_id_4/n_102_id_4.pdb,0.852941176,0.147058824,0.852941176,0
0.641,0.282878157,12.76109422,1.364836301,n_102_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_102_id_5/n_102_id_5.pdb,0.754901961,0.245098039,0.754901961,0
0.674,0.282404011,12.22167013,1.369535348,n_102_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_102_id_6/n_102_id_6.pdb,0.764705882,0.235294118,0.764705882,0
0.532,0.23771469,11.97779246,1.286780046,n_102_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_102_id_7/n_102_id_7.pdb,0.558823529,0.441176471,0.558823529,0
0.792,0.301212442,12.26660488,1.457572316,n_102_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_102_id_8/n_102_id_8.pdb,0.666666667,0.333333333,0.568627451,0.098039216
0.625,0.240828064,14.27572137,1.431941263,n_102_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_102_id_9/n_102_id_9.pdb,0.68627451,0.31372549,0.382352941,0.303921569
0.727,0.300170355,14.33982237,1.861968777,n_103_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_103_id_0/n_103_id_0.pdb,0.805825243,0.194174757,0.805825243,0
0.878,0.286016213,10.35642618,1.395912072,n_103_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_103_id_1/n_103_id_1.pdb,0.873786408,0.126213592,0.873786408,0
0.571,0.241422769,13.97311176,1.354905188,n_103_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_103_id_2/n_103_id_2.pdb,0.689320388,0.310679612,0.417475728,0.27184466
0.82,0.262437843,13.17332577,1.381548419,n_103_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_103_id_3/n_103_id_3.pdb,0.844660194,0.155339806,0.844660194,0
0.794,0.328798161,11.83431822,1.313417313,n_103_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_103_id_4/n_103_id_4.pdb,0.786407767,0.213592233,0.786407767,0
0.774,0.266848314,14.65921158,1.505391298,n_103_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_103_id_5/n_103_id_5.pdb,0.854368932,0.145631068,0.854368932,0
0.639,0.269998918,12.5127933,1.396863228,n_103_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_103_id_6/n_103_id_6.pdb,0.669902913,0.330097087,0.631067961,0.038834951
0.715,0.323449175,11.19067683,1.280631866,n_103_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_103_id_7/n_103_id_7.pdb,0.815533981,0.184466019,0.815533981,0
0.642,0.276766914,9.412855084,1.369815694,n_103_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_103_id_8/n_103_id_8.pdb,0.72815534,0.27184466,0.72815534,0
0.667,0.241854162,12.86399189,1.389621135,n_103_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_103_id_9/n_103_id_9.pdb,0.669902913,0.330097087,0.436893204,0.233009709
0.689,0.277210309,13.0975976,1.650611821,n_104_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_104_id_0/n_104_id_0.pdb,0.653846154,0.346153846,0.653846154,0
0.593,0.307724642,12.41136149,1.466048967,n_104_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_104_id_1/n_104_id_1.pdb,0.5,0.5,0.5,0
0.728,0.317787866,13.11674268,1.330985368,n_104_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_104_id_2/n_104_id_2.pdb,0.826923077,0.173076923,0.826923077,0
0.81,0.317688488,12.67093636,1.281027803,n_104_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_104_id_3/n_104_id_3.pdb,0.663461538,0.336538462,0.461538462,0.201923077
0.772,0.299444256,12.64467831,1.42243571,n_104_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_104_id_4/n_104_id_4.pdb,0.759615385,0.240384615,0.759615385,0
0.86,0.308357543,10.67351991,1.458135515,n_104_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_104_id_5/n_104_id_5.pdb,0.836538462,0.163461538,0.836538462,0
0.828,0.306304832,11.08218397,1.418004023,n_104_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_104_id_6/n_104_id_6.pdb,0.894230769,0.105769231,0.894230769,0
0.919,0.295195756,13.7128692,1.384913573,n_104_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_104_id_7/n_104_id_7.pdb,0.817307692,0.182692308,0.817307692,0
0.637,0.306341286,12.03039012,1.334823346,n_104_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_104_id_8/n_104_id_8.pdb,0.596153846,0.403846154,0.596153846,0
0.908,0.22060024,18.55710589,1.739529097,n_104_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_104_id_9/n_104_id_9.pdb,0.913461538,0.086538462,0.913461538,0
0.668,0.258462645,11.71498297,1.342924947,n_105_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_105_id_0/n_105_id_0.pdb,0.657142857,0.342857143,0.504761905,0.152380952
0.776,0.311650519,13.98277825,1.710625235,n_105_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_105_id_1/n_105_id_1.pdb,0.752380952,0.247619048,0.752380952,0
0.772,0.226424965,11.65994777,1.354802843,n_105_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_105_id_2/n_105_id_2.pdb,0.59047619,0.40952381,0.323809524,0.266666667
0.901,0.296528163,11.71805647,1.36467474,n_105_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_105_id_3/n_105_id_3.pdb,0.714285714,0.285714286,0.714285714,0
0.711,0.283271383,14.54530553,1.523556139,n_105_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_105_id_4/n_105_id_4.pdb,0.695238095,0.304761905,0.695238095,0
0.654,0.244727085,12.25177438,1.344813339,n_105_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_105_id_5/n_105_id_5.pdb,0.533333333,0.466666667,0.323809524,0.20952381
0.732,0.19173491,14.27433661,1.404196107,n_105_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_105_id_6/n_105_id_6.pdb,0.571428571,0.428571429,0,0.571428571
0.832,0.298706914,11.97234327,1.54687061,n_105_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_105_id_7/n_105_id_7.pdb,0.704761905,0.295238095,0.704761905,0
0.594,0.230237506,15.21170758,1.364664443,n_105_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_105_id_8/n_105_id_8.pdb,0.485714286,0.514285714,0.304761905,0.180952381
0.848,0.296664545,10.02897619,1.358133179,n_105_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_105_id_9/n_105_id_9.pdb,0.514285714,0.485714286,0.514285714,0
0.696,0.265220489,12.41187778,1.532559162,n_106_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_106_id_0/n_106_id_0.pdb,0.79245283,0.20754717,0.79245283,0
0.73,0.321420063,10.18219774,1.304364175,n_106_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_106_id_1/n_106_id_1.pdb,0.877358491,0.122641509,0.877358491,0
0.71,0.254816052,12.62665111,1.399011319,n_106_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_106_id_2/n_106_id_2.pdb,0.632075472,0.367924528,0.566037736,0.066037736
0.566,0.322953379,12.02166094,1.499018056,n_106_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_106_id_3/n_106_id_3.pdb,0.613207547,0.386792453,0.528301887,0.08490566
0.732,0.349036012,13.93258742,1.88356618,n_106_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_106_id_4/n_106_id_4.pdb,0.726415094,0.273584906,0.726415094,0
0.593,0.331382226,12.41137921,1.425328914,n_106_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_106_id_5/n_106_id_5.pdb,0.839622642,0.160377358,0.839622642,0
0.648,0.293067603,9.533753733,1.23931421,n_106_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_106_id_6/n_106_id_6.pdb,0.735849057,0.264150943,0.735849057,0
0.815,0.335953506,9.501940538,1.223533051,n_106_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_106_id_7/n_106_id_7.pdb,0.811320755,0.188679245,0.811320755,0
0.723,0.260487808,14.33144004,1.851553674,n_106_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_106_id_8/n_106_id_8.pdb,0.849056604,0.150943396,0.849056604,0
0.559,0.259039622,10.97468361,1.307627761,n_106_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_106_id_9/n_106_id_9.pdb,0.622641509,0.377358491,0.537735849,0.08490566
0.592,0.311378834,13.67495008,1.4233872,n_107_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_107_id_0/n_107_id_0.pdb,0.672897196,0.327102804,0.579439252,0.093457944
0.68,0.272480846,14.82976242,1.312543588,n_107_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_107_id_1/n_107_id_1.pdb,0.504672897,0.495327103,0.214953271,0.289719626
0.792,0.330509159,13.62577825,1.363547932,n_107_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_107_id_2/n_107_id_2.pdb,0.785046729,0.214953271,0.785046729,0
0.802,0.234011747,19.74369293,2.023273375,n_107_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_107_id_3/n_107_id_3.pdb,0.710280374,0.289719626,0.710280374,0
0.656,0.31550859,14.91351344,1.304687087,n_107_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_107_id_4/n_107_id_4.pdb,0.757009346,0.242990654,0.757009346,0
0.875,0.274617927,14.73527387,1.392798836,n_107_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_107_id_5/n_107_id_5.pdb,0.76635514,0.23364486,0.76635514,0
0.65,0.346299369,15.34427611,1.335010007,n_107_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_107_id_6/n_107_id_6.pdb,0.700934579,0.299065421,0.504672897,0.196261682
0.854,0.331852053,14.10515202,1.351371651,n_107_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_107_id_7/n_107_id_7.pdb,0.897196262,0.102803738,0.897196262,0
0.552,0.28339695,15.34912665,1.386476722,n_107_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_107_id_8/n_107_id_8.pdb,0.691588785,0.308411215,0.691588785,0
0.645,0.306589774,15.31492228,1.44762192,n_107_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_107_id_9/n_107_id_9.pdb,0.644859813,0.355140187,0.308411215,0.336448598
0.779,0.321318028,13.99263651,1.205744081,n_108_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_108_id_0/n_108_id_0.pdb,0.027777778,0.972222222,0,0.027777778
0.598,0.327476324,12.57308206,1.360238636,n_108_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_108_id_1/n_108_id_1.pdb,0.814814815,0.185185185,0.814814815,0
0.848,0.287555782,14.46973865,1.289525033,n_108_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_108_id_2/n_108_id_2.pdb,0.814814815,0.185185185,0.814814815,0
0.858,0.308726897,14.62101538,1.356183341,n_108_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_108_id_3/n_108_id_3.pdb,0.787037037,0.212962963,0.787037037,0
0.633,0.268714228,16.98625023,1.470338134,n_108_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_108_id_4/n_108_id_4.pdb,0.62962963,0.37037037,0.62962963,0
0.608,0.292755123,13.04325192,1.284127975,n_108_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_108_id_5/n_108_id_5.pdb,0.759259259,0.240740741,0.722222222,0.037037037
0.624,0.274372054,17.28915164,1.670641351,n_108_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_108_id_6/n_108_id_6.pdb,0.87962963,0.12037037,0.87962963,0
0.843,0.275820245,13.74517677,1.370691363,n_108_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_108_id_7/n_108_id_7.pdb,0.87037037,0.12962963,0.87037037,0
0.626,0.261054902,12.63192345,1.308401206,n_108_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_108_id_8/n_108_id_8.pdb,0.694444444,0.305555556,0.694444444,0
0.648,0.334155368,15.97072383,1.365283062,n_108_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_108_id_9/n_108_id_9.pdb,0.805555556,0.194444444,0.805555556,0
0.855,0.289210518,16.11524155,1.375275005,n_109_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_109_id_0/n_109_id_0.pdb,0.816513761,0.183486239,0.816513761,0
0.698,0.31958244,16.72000027,1.210022731,n_109_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_109_id_1/n_109_id_1.pdb,0.440366972,0.559633028,0,0.440366972
0.842,0.218976369,14.65622707,1.274910566,n_109_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_109_id_2/n_109_id_2.pdb,0.788990826,0.211009174,0.788990826,0
0.794,0.287431164,18.31408191,1.720646431,n_109_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_109_id_3/n_109_id_3.pdb,0.834862385,0.165137615,0.834862385,0
0.662,0.255159806,14.89019741,1.300857282,n_109_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_109_id_4/n_109_id_4.pdb,0.642201835,0.357798165,0.385321101,0.256880734
0.573,0.219993542,18.74084464,1.825316765,n_109_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_109_id_5/n_109_id_5.pdb,0.862385321,0.137614679,0.862385321,0
0.576,0.237979979,14.86763354,1.340072284,n_109_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_109_id_6/n_109_id_6.pdb,0.633027523,0.366972477,0.376146789,0.256880734
0.513,0.224214552,19.09620868,1.916371639,n_109_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_109_id_7/n_109_id_7.pdb,0.577981651,0.422018349,0.513761468,0.064220183
0.499,0.228086793,13.23963281,1.321582169,n_109_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_109_id_8/n_109_id_8.pdb,0.752293578,0.247706422,0.752293578,0
0.708,0.268284235,16.63050948,1.539967997,n_109_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_109_id_9/n_109_id_9.pdb,0.412844037,0.587155963,0.247706422,0.165137615
0.624,0.244477856,15.87044471,1.393821033,n_110_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_110_id_0/n_110_id_0.pdb,0.545454545,0.454545455,0,0.545454545
0.805,0.257359769,16.62221783,1.489523585,n_110_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_110_id_1/n_110_id_1.pdb,0.836363636,0.163636364,0.836363636,0
0.803,0.281441586,16.9568773,1.389070123,n_110_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_110_id_2/n_110_id_2.pdb,0.609090909,0.390909091,0.572727273,0.036363636
0.62,0.268079579,15.6320353,1.636481853,n_110_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_110_id_3/n_110_id_3.pdb,0.690909091,0.309090909,0.645454545,0.045454545
0.594,0.310710124,16.00533982,1.383559803,n_110_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_110_id_4/n_110_id_4.pdb,0.8,0.2,0.8,0
0.636,0.305354589,17.213703,1.261230905,n_110_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_110_id_5/n_110_id_5.pdb,0.663636364,0.336363636,0.409090909,0.254545455
0.622,0.295903376,12.07205218,1.431234976,n_110_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_110_id_6/n_110_id_6.pdb,0.690909091,0.309090909,0.490909091,0.2
0.672,0.28584292,13.78893947,1.29354015,n_110_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_110_id_7/n_110_id_7.pdb,0.754545455,0.245454545,0.754545455,0
0.85,0.29807354,19.97797927,1.650344437,n_110_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_110_id_8/n_110_id_8.pdb,0.827272727,0.172727273,0.827272727,0
0.805,0.298135349,14.43706292,1.32591695,n_110_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_110_id_9/n_110_id_9.pdb,0.790909091,0.209090909,0.790909091,0
0.831,0.209141401,17.21886096,1.380417845,n_111_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_111_id_0/n_111_id_0.pdb,0.648648649,0.351351351,0.441441441,0.207207207
0.554,0.266357709,16.3420402,1.318344909,n_111_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_111_id_1/n_111_id_1.pdb,0.459459459,0.540540541,0.171171171,0.288288288
0.92,0.165457638,20.73977479,1.879581163,n_111_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_111_id_2/n_111_id_2.pdb,0.873873874,0.126126126,0.873873874,0
0.633,0.216265732,18.15617195,1.525242456,n_111_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_111_id_3/n_111_id_3.pdb,0.801801802,0.198198198,0.801801802,0
0.679,0.187110837,18.46856363,1.495818715,n_111_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_111_id_4/n_111_id_4.pdb,0.900900901,0.099099099,0.900900901,0
0.723,0.235989764,15.101758,1.241652635,n_111_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_111_id_5/n_111_id_5.pdb,0.702702703,0.297297297,0.477477477,0.225225225
0.817,0.217753312,21.25751434,1.85054949,n_111_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_sc_noise060/n_111_id_6/n_111_id_6.pdb,0.828828829,0.171171171,0.792792793,0.036036036
